ack-simple-e ,1,6,
ack-simple ,0,6,
ack ,0,6,
dao2-e ,10,24,
dao-e ,1,6,
dao ,0,5,
dao-various ,5,23,
escape2-e ,14,6,
escape-e ,2,5,
escape ,0,5,
factorial ,0,5,
mc91-e ,1,5,
mc91 ,0,5,
mult-e ,1,5,
mult ,0,5,
succ-e ,1,5,
succ ,0,5,
